coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Thu Mar 12 12:40:40 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/dlb703/status/575983140365332480/photo/1,http://www.foxnews.com/us/2015/03/12/2-police-officers-reported-shot-outside-ferguson-police-department/,0,575999849457324032,,,,en,,False,0,575983140365332480,dlb703,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dlb703: #PoliceLivesMatter: Thanks to Eric Holder et al Open Season on Cops in #Ferguson: http://t.co/Rg0aODwtYf http://t.co/UF9WVaS0SJ,https://twitter.com/WoolardLynda/status/575999849457324032,Fri Dec 16 17:58:00 +0000 2011,WoolardLynda,False,"Conservative mom of three bright, self reliant,beautiful daughters,physical therapist, and part time rabble rouser...Hopefully bumping that up to full time!",900,1501,1995,34,,Lynda woolard,WoolardLynda,10140,,,False
,Thu Mar 12 12:41:13 +0000 2015,Ferguson PoliceLivesMatter WakeUpAmerica,http://twitter.com/peddoc63/status/575904456518340608/photo/1,http://www.breitbart.com/video/2015/03/11/report-two-officers-shot-outside-ferguson-mo-police-department/,0,575999989584920576,,,,en,,False,0,575904456518340608,peddoc63,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @peddoc63: Two Police Officers👮shot outside #Ferguson PD🙏Pray for them😢 #PoliceLivesMatter #WakeUpAmerica http://t.co/cnt5pfynjF http://…,https://twitter.com/FFsanchez77/status/575999989584920576,Wed Mar 19 12:08:55 +0000 2014,FFsanchez77,False,Former City Employee. Trying to find out what it's like on the other side of the spectrum.,842,192,445,5,,F. S.,FFsanchez77,3525,,,False
,Thu Mar 12 12:41:26 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/dlb703/status/575983140365332480/photo/1,http://www.foxnews.com/us/2015/03/12/2-police-officers-reported-shot-outside-ferguson-police-department/,0,576000042089066496,,,,en,,False,0,575983140365332480,dlb703,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dlb703: #PoliceLivesMatter: Thanks to Eric Holder et al Open Season on Cops in #Ferguson: http://t.co/Rg0aODwtYf http://t.co/UF9WVaS0SJ,https://twitter.com/prepper1776/status/576000042089066496,Wed Jan 25 16:15:00 +0000 2012,prepper1776,False,20yrs same job union but not liberal i support ron paul and bill of rights not gop!,955,1835,1983,43,mizzuraa!,chris brown,prepper1776,45501,Central Time (US & Canada),,False
,Thu Mar 12 12:41:49 +0000 2015,PoliceLivesMatter Ferguson,,,0,576000138143014912,,,,en,,False,0,575999105345937408,mvlax1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @mvlax1: This one is on you Eric holder. #PoliceLivesMatter #Ferguson,https://twitter.com/AG2Pearl/status/576000138143014912,Wed Jan 08 12:57:24 +0000 2014,AG2Pearl,False,"RIP Ernie Banks. Undergraduate and graduate economics, Naval Weather Service and retired Money Manager...Dedicated Conservative and proud UC Bearcat",5013,2617,2868,34,,John Swinford,AG2Pearl,23090,Eastern Time (US & Canada),,False
,Thu Mar 12 12:41:50 +0000 2015,Ferguson PoliceLivesMatter,,,0,576000143125667841,,,,en,,False,0,575978798086270977,FreedomCrusades,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @FreedomCrusades: Let the ungrateful citizens of #Ferguson police themselves #PoliceLivesMatter,https://twitter.com/fogslifting/status/576000143125667841,Sat Sep 10 19:28:55 +0000 2011,fogslifting,False,"Independent voter,mother of 2 daughters, enlightened feminist. Coming out the fog with a sharp turn RIGHT.",23110,4066,4458,38,,Foglift,fogslifting,23098,Atlantic Time (Canada),,False
,Thu Mar 12 12:42:19 +0000 2015,Ferguson PoliceLivesMatter WakeUpAmerica,http://twitter.com/peddoc63/status/575904456518340608/photo/1,http://www.breitbart.com/video/2015/03/11/report-two-officers-shot-outside-ferguson-mo-police-department/,0,576000265058279424,,,,en,,False,0,575904456518340608,peddoc63,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @peddoc63: Two Police Officers👮shot outside #Ferguson PD🙏Pray for them😢 #PoliceLivesMatter #WakeUpAmerica http://t.co/cnt5pfynjF http://…,https://twitter.com/Rachael1776/status/576000265058279424,Fri Jul 29 23:16:13 +0000 2011,Rachael1776,False,,9595,1042,2001,35,,Rachael Coleman,Rachael1776,48383,,,False
,Thu Mar 12 12:42:30 +0000 2015,PoliceLivesMatter,http://twitter.com/JosephMRyan1/status/575985357713465344/photo/1,https://www.youtube.com/watch?v=Iu19tL0RiBQ,0,576000310360944640,,,,en,,False,0,575985357713465344,JosephMRyan1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @JosephMRyan1: The Price of Anti-Police Fervor: 2 Officers Shot in Ferguson https://t.co/9YAElX8RGc #PoliceLivesMatter http://t.co/02HyR…,https://twitter.com/pamellalala/status/576000310360944640,Sat Mar 21 15:26:31 +0000 2009,pamellalala,False,"Retired Teacher after forty years of teaching , Love Jesus , Love my Children ,Love My Country and Support The Constitution of The United States of America !",701,4137,4469,75,,Pamella Diane Smith,pamellalala,47309,,,False
,Thu Mar 12 12:42:32 +0000 2015,policelivesmatter,,http://fb.me/7bFX8g89u,0,576000318862966786,,,,en,,False,0,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Great job there Ferguson.  No, really...I'm sure you are proud of yourselves...idiots. #policelivesmatter http://t.co/EilFEC9CaQ",https://twitter.com/MagicShawn/status/576000318862966786,Sat Jul 21 18:06:53 +0000 2012,MagicShawn,True,I am a Party Entertainer with a fun and interactive Magic Show that entertains and amazes audiences of all ages.,0,11,30,0,,MagicShawn,MagicShawn,1529,,,False
,Thu Mar 12 12:42:50 +0000 2015,PoliceLivesMatter,,,0,576000393970253824,,,,en,,False,0,575893396922855426,MaryForbes14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MaryForbes14: I hold Eric Holder and the @TheJusticeDept responsible for the two Ferguson Police Officers shot tonight. #PoliceLivesMat…,https://twitter.com/mmtrendy/status/576000393970253824,Thu Mar 15 03:48:10 +0000 2012,mmtrendy,False,"Christian, Patriot, Mom, Texan, American, relative of Zachary Taylor, Henry Clay, and  Noah, Prophecy Watcher,
Believer in Bible, Yaweh, Jesus +Holy Spirit",645,296,595,11,,Mendy Treadaway,mmtrendy,3790,,,False
,Thu Mar 12 12:42:51 +0000 2015,PoliceLivesMatter,,http://www.foxnews.com/us/2015/03/12/2-police-officers-reported-shot-outside-ferguson-police-department/ https://www.youtube.com/watch?v=awXS3CCqswI,0,576000401373151232,,,,en,,False,0,575978881326395392,JosephMRyan1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @JosephMRyan1: Two officers shot, seriously injured outside Ferguson police department http://t.co/X3WpwxAlly #PoliceLivesMatter https:/…",https://twitter.com/pamellalala/status/576000401373151232,Sat Mar 21 15:26:31 +0000 2009,pamellalala,False,"Retired Teacher after forty years of teaching , Love Jesus , Love my Children ,Love My Country and Support The Constitution of The United States of America !",701,4137,4469,75,,Pamella Diane Smith,pamellalala,47311,,,False
,Thu Mar 12 12:42:53 +0000 2015,PoliceLivesMatter,http://twitter.com/JosephMRyan1/status/575985357713465344/photo/1,https://www.youtube.com/watch?v=Iu19tL0RiBQ,0,576000409829056512,,,,en,,False,0,575985357713465344,JosephMRyan1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @JosephMRyan1: The Price of Anti-Police Fervor: 2 Officers Shot in Ferguson https://t.co/9YAElX8RGc #PoliceLivesMatter http://t.co/02HyR…,https://twitter.com/Ladydiann2/status/576000409829056512,Tue Oct 28 19:33:52 +0000 2014,Ladydiann2,True,"I am a grandmother, love, God, family, freedom and Country.",120,434,614,7,Ga.,Diann poore,Ladydiann2,3117,,,False
,Thu Mar 12 12:42:53 +0000 2015,PoliceLivesMatter Ferguson,,,0,576000410042966016,,,,en,,False,0,575999105345937408,mvlax1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @mvlax1: This one is on you Eric holder. #PoliceLivesMatter #Ferguson,https://twitter.com/BrookeDatz/status/576000410042966016,Tue Mar 31 13:18:26 +0000 2009,BrookeDatz,False,Keeping Communism and Fascism out of the USA.,11307,3118,3156,37,USA,Brooke ,BrookeDatz,13714,Eastern Time (US & Canada),,False
,Thu Mar 12 12:43:28 +0000 2015,PoliceLivesMatter,http://twitter.com/JosephMRyan1/status/575975883741245440/photo/1,http://www.foxnews.com/us/2015/03/12/2-police-officers-reported-shot-outside-ferguson-police-department/,0,576000556365275136,,,,en,,False,0,575975883741245440,JosephMRyan1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @JosephMRyan1: Two officers shot, seriously injured outside Ferguson police department http://t.co/X3WpwxAlly #PoliceLivesMatter http://…",https://twitter.com/pamellalala/status/576000556365275136,Sat Mar 21 15:26:31 +0000 2009,pamellalala,False,"Retired Teacher after forty years of teaching , Love Jesus , Love my Children ,Love My Country and Support The Constitution of The United States of America !",701,4137,4469,75,,Pamella Diane Smith,pamellalala,47314,,,False
,Thu Mar 12 12:44:06 +0000 2015,PoliceLivesMatter,,,0,576000714436161536,,,,en,,False,0,575897292021985281,Ricky_Neumann,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Ricky_Neumann: “@AP: BREAKING: St. Louis Post-Dispatch reports 2 officers shot outside Ferguson Police Department”

#PoliceLivesMatter",https://twitter.com/4DawnMarie/status/576000714436161536,Wed Mar 02 13:29:10 +0000 2011,4DawnMarie,False,"Southern-belle with a story to tell, strong man by my side 4 cuties that are my pride. Nvrgvup the motto I keep, thoughts on my wall not too shallow not 2 deep.",3517,718,768,4,Georgia on my mind,Dawn Marie,4DawnMarie,5877,Eastern Time (US & Canada),,False
,Thu Mar 12 12:45:03 +0000 2015,Ferguson protests lives risk right AllLivesMatter PoliceLivesMatter,,,0,576000951208804352,WayneDupreeShow,575999879236956161,282695161,en,,False,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@WayneDupreeShow : The #Ferguson #protests are putting #lives at #risk! There is no #right to do this! #AllLivesMatter #PoliceLivesMatter,https://twitter.com/fiteswithheart/status/576000951208804352,Wed Jul 16 15:02:25 +0000 2014,fiteswithheart,False,"Jesus, I trust in you. Fortune is my family. Degree in surviving. Profession: Service to others. Size of my heart is greater than my IQ, Views m/o.",9702,2206,2342,51,"Oswego, New York.",Martha Lambert,fiteswithheart,42122,,,False
,Thu Mar 12 12:45:07 +0000 2015,Leavethemtoit Ferguson PoliceLivesMatter,,,0,576000972037615616,,,,en,,False,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Want to live in lawlessness? Police should leave. Let them destroy each other if they want. #Leavethemtoit #Ferguson #PoliceLivesMatter,https://twitter.com/storkwriter/status/576000972037615616,Sun Aug 23 01:08:10 +0000 2009,storkwriter,False,,25,46,62,3,,Lisa Lorenzetti,storkwriter,165,Central Time (US & Canada),,False
,Thu Mar 12 12:46:10 +0000 2015,PoliceLivesMatter,,http://nyti.ms/1BtNOLr,0,576001233816821760,,,,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Fucking protesting thugs. #PoliceLivesMatter 2 Officers Are Shot Amid Protests Outside Ferguson Police Station http://t.co/TTheID57YA,https://twitter.com/baronpen/status/576001233816821760,Tue Mar 01 20:19:45 +0000 2011,baronpen,False,"I enjoy being left alone, sitting quietly, and minding my own business. RTs do not necessarily imply agreement.",11,311,670,15,"Kensington, MD",Brian C. Lee,baronpen,81413,Eastern Time (US & Canada),,False
,Thu Mar 12 12:46:20 +0000 2015,Ferguson PoliceLivesMatter UniteBlue,,,0,576001278074957824,,,,en,,False,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",We don't shoot police officers in a civilized society people. #Ferguson #PoliceLivesMatter #UniteBlue we cant let criminals win out!,https://twitter.com/UndeadDemocrat/status/576001278074957824,Wed Jul 04 17:35:10 +0000 2012,UndeadDemocrat,False,I avoid eating Republican brains as they are all rotten and taste like Faux News. I don't bite Conservatives because they taste disgusting.,762,162,298,1,Any good blue state ,UnDeadDemocrat,UndeadDemocrat,1403,Central Time (US & Canada),,False
,Thu Mar 12 12:46:28 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/dlb703/status/575983140365332480/photo/1,http://www.foxnews.com/us/2015/03/12/2-police-officers-reported-shot-outside-ferguson-police-department/,0,576001310043955201,,,,en,,False,0,575983140365332480,dlb703,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @dlb703: #PoliceLivesMatter: Thanks to Eric Holder et al Open Season on Cops in #Ferguson: http://t.co/Rg0aODwtYf http://t.co/UF9WVaS0SJ,https://twitter.com/laborguy01/status/576001310043955201,Wed Sep 11 22:15:28 +0000 2013,laborguy01,False,"judgelandis on DFS, Auburn, Carolina Panthers, Atlanta Braves",2649,272,369,3,"Dallas, GA",Ron,laborguy01,4694,Atlantic Time (Canada),,False
,Thu Mar 12 12:48:12 +0000 2015,PoliceLivesMatter,,,0,576001744896815104,,,,en,,False,0,575897292021985281,Ricky_Neumann,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @Ricky_Neumann: “@AP: BREAKING: St. Louis Post-Dispatch reports 2 officers shot outside Ferguson Police Department”

#PoliceLivesMatter",https://twitter.com/CajunJarhead/status/576001744896815104,Mon Mar 23 09:05:52 +0000 2009,CajunJarhead,False,Born on da Bayou; Raised in da Swamp. Built by Marines; Hardened by Life. Polished by Faith; Saved by the Grace of God.,3169,561,370,16,Small Town USA,Bayou Marine,CajunJarhead,5099,Central Time (US & Canada),,False
,Thu Mar 12 12:48:18 +0000 2015,Ferguson PoliceLivesMatter,,http://fxn.ws/1FPYd3K,0,576001769190350849,,,,en,,False,0,,,"<a href=""http://login.foxnews.com"" rel=""nofollow"">FOX News Login</a>","Two officers shot, seriously injured outside #Ferguson police department http://t.co/znQxIEA2vS  #PoliceLivesMatter",https://twitter.com/hartlaw3/status/576001769190350849,Tue Feb 28 14:25:04 +0000 2012,hartlaw3,False,"I am interested in Data Privacy and Information Assurance, E-Discovery, hunting, GOLF, Detroit Tigers, Red Wings",18,16,104,0,Tiger Town,T. Hart,hartlaw3,338,Eastern Time (US & Canada),,False
,Thu Mar 12 12:48:44 +0000 2015,Ferguson PoliceLivesMatter WakeUpAmerica,http://twitter.com/peddoc63/status/575904456518340608/photo/1,http://www.breitbart.com/video/2015/03/11/report-two-officers-shot-outside-ferguson-mo-police-department/,0,576001878917451776,,,,en,,False,0,575904456518340608,peddoc63,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @peddoc63: Two Police Officers👮shot outside #Ferguson PD🙏Pray for them😢 #PoliceLivesMatter #WakeUpAmerica http://t.co/cnt5pfynjF http://…,https://twitter.com/CTCRich/status/576001878917451776,Fri Aug 03 12:50:33 +0000 2012,CTCRich,False,Professional Commercial Logistics Provider or Trucker with a post grad education. Slightly to the right of Attila The Hun. And I follow back.,3875,601,758,11,"Lakewood, WA.",Rich Green,CTCRich,6036,Pacific Time (US & Canada),,False
,Thu Mar 12 12:49:11 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/dlb703/status/575983140365332480/photo/1,http://www.foxnews.com/us/2015/03/12/2-police-officers-reported-shot-outside-ferguson-police-department/,0,576001993094901760,,,,en,,False,0,575983140365332480,dlb703,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dlb703: #PoliceLivesMatter: Thanks to Eric Holder et al Open Season on Cops in #Ferguson: http://t.co/Rg0aODwtYf http://t.co/UF9WVaS0SJ,https://twitter.com/Definitely_Dani/status/576001993094901760,Sun Nov 21 16:13:16 +0000 2010,Definitely_Dani,False,"Strength Training, Personal Growth, & Professional Success.",232,400,390,14,"Atlanta, Georgia",Danielle,Definitely_Dani,2601,Eastern Time (US & Canada),,False
,Thu Mar 12 12:50:27 +0000 2015,PoliceLivesMatter,,,0,576002312608559105,,,,en,,False,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Peaceful protesting""continues in Ferguson as two officers are shot ☕️🐸 #PoliceLivesMatter",https://twitter.com/JKapiiinos/status/576002312608559105,Wed Dec 28 18:31:18 +0000 2011,JKapiiinos,False,cooler in real life,3301,396,376,0,,Josh Kapinos,JKapiiinos,1775,,,False
,Thu Mar 12 12:50:47 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/dlb703/status/575983140365332480/photo/1,http://www.foxnews.com/us/2015/03/12/2-police-officers-reported-shot-outside-ferguson-police-department/,0,576002395165057024,,,,en,,False,0,575983140365332480,dlb703,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @dlb703: #PoliceLivesMatter: Thanks to Eric Holder et al Open Season on Cops in #Ferguson: http://t.co/Rg0aODwtYf http://t.co/UF9WVaS0SJ,https://twitter.com/jkellone/status/576002395165057024,Fri Jun 22 00:59:49 +0000 2012,jkellone,False,"Conservative, Hospice Nurse,Political Junkie,travel,and an Anglophile.I can make you laugh...sometimes #TGDN #NRA #TCOT #Tea Party Albert Einstein follows me!",2090,6767,6887,125,Boston,Bossy Jeanne,jkellone,72758,,,False
,Thu Mar 12 12:50:50 +0000 2015,Ferguson PoliceLivesMatter,,,0,576002409933070337,DLoesch,576001933468524544,7702542,en,,False,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@DLoesch 2 cops shot in #Ferguson. Holder suggested Ferguson PD could be disbanded. You take over, Eric - YOU built this. #PoliceLivesMatter",https://twitter.com/BlueSnoozeBlue/status/576002409933070337,Tue Aug 06 14:05:03 +0000 2013,BlueSnoozeBlue,False,Purveyor of plain truth with a penchant for perturbing Progressives with prodigious parodies and pulverizing put-downs.,1263,787,805,7,Land of the free,Blue State Snooze,BlueSnoozeBlue,4487,Eastern Time (US & Canada),,False
,Thu Mar 12 12:51:09 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/dlb703/status/575983140365332480/photo/1,http://www.foxnews.com/us/2015/03/12/2-police-officers-reported-shot-outside-ferguson-police-department/,0,576002489515945984,,,,en,,False,0,575983140365332480,dlb703,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dlb703: #PoliceLivesMatter: Thanks to Eric Holder et al Open Season on Cops in #Ferguson: http://t.co/Rg0aODwtYf http://t.co/UF9WVaS0SJ,https://twitter.com/flatsgene/status/576002489515945984,Sat Jan 28 00:10:43 +0000 2012,flatsgene,True,,10498,532,574,12,,E Minor,flatsgene,47128,Eastern Time (US & Canada),,False
,Thu Mar 12 12:51:23 +0000 2015,Leavethemtoit Ferguson PoliceLivesMatter,,,0,576002548433182720,,,,en,,False,0,576000972037615616,storkwriter,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @storkwriter: Want to live in lawlessness? Police should leave. Let them destroy each other if they want. #Leavethemtoit #Ferguson #Poli…,https://twitter.com/jimcc66/status/576002548433182720,Thu Apr 30 14:24:26 +0000 2009,jimcc66,False,"God, Family, Guns and Motorcycles /
My son is a US. Marine / Christian /
Save the Republic / NRA Member / Conservative / Tea Party / ΜΟΛΩΝ ΛΑΒΕ",73824,6519,7043,126,Kansas,JimNichols #2A  III%,jimcc66,57248,Central Time (US & Canada),,False
,Thu Mar 12 12:51:35 +0000 2015,Ferguson protests lives risk right AllLivesMatter PoliceLivesMatter,,,0,576002598949388288,,,,en,,False,0,576000951208804352,fiteswithheart,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @fiteswithheart: @WayneDupreeShow : The #Ferguson #protests are putting #lives at #risk! There is no #right to do this! #AllLivesMatter …,https://twitter.com/jimcc66/status/576002598949388288,Thu Apr 30 14:24:26 +0000 2009,jimcc66,False,"God, Family, Guns and Motorcycles /
My son is a US. Marine / Christian /
Save the Republic / NRA Member / Conservative / Tea Party / ΜΟΛΩΝ ΛΑΒΕ",73824,6519,7043,126,Kansas,JimNichols #2A  III%,jimcc66,57249,Central Time (US & Canada),,False
,Thu Mar 12 12:51:40 +0000 2015,PoliceLivesMatter,,,0,576002618700394496,,,,en,,False,0,576002312608559105,JKapiiinos,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JKapiiinos: ""Peaceful protesting""continues in Ferguson as two officers are shot ☕️🐸 #PoliceLivesMatter",https://twitter.com/pebbles0619/status/576002618700394496,Mon Sep 24 17:04:12 +0000 2012,pebbles0619,False,"when you want to succeed as bad as you want to breathe, then you will be successful.",6237,315,537,0,,brianna,pebbles0619,12623,Atlantic Time (Canada),,False
,Thu Mar 12 12:51:50 +0000 2015,Ferguson protests lives risk right AllLivesMatter PoliceLivesMatter,,,0,576002659863367680,,,,en,,False,0,576000951208804352,fiteswithheart,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @fiteswithheart: @WayneDupreeShow : The #Ferguson #protests are putting #lives at #risk! There is no #right to do this! #AllLivesMatter …,https://twitter.com/USAVigilante01/status/576002659863367680,Tue Feb 17 03:16:41 +0000 2015,USAVigilante01,False,,286,382,433,3,,American Vigilante,USAVigilante01,3594,,,False
,Thu Mar 12 12:51:55 +0000 2015,Ferguson protests lives risk right AllLivesMatter PoliceLivesMatter,,,0,576002680516128770,,,,en,,False,0,576000951208804352,fiteswithheart,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",RT @fiteswithheart: @WayneDupreeShow : The #Ferguson #protests are putting #lives at #risk! There is no #right to do this! #AllLivesMatter …,https://twitter.com/tracker570/status/576002680516128770,Sat Aug 20 12:40:35 +0000 2011,tracker570,False,"57,happily married.3 children,2 grandchildren patriot Supports our Military always. Conservative. can't stand obama,navy brat,hubby retired Seabee",3726,958,912,22,,tracker570,tracker570,6104,Mountain Time (US & Canada),,False
,Thu Mar 12 12:52:07 +0000 2015,PoliceLivesMatter Ferguson,http://twitter.com/dlb703/status/575983140365332480/photo/1,http://www.foxnews.com/us/2015/03/12/2-police-officers-reported-shot-outside-ferguson-police-department/,0,576002730029936640,,,,en,,False,0,575983140365332480,dlb703,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dlb703: #PoliceLivesMatter: Thanks to Eric Holder et al Open Season on Cops in #Ferguson: http://t.co/Rg0aODwtYf http://t.co/UF9WVaS0SJ,https://twitter.com/CarolinaSpice/status/576002730029936640,Tue Jun 21 17:21:18 +0000 2011,CarolinaSpice,False,Patriot Traditionalist Pro2A Prolife ProChrist #GamecockNation #Stingrays #AtlBraves SAHM LNYHBT GRITS RAK TPOT TXOT AntiFeminist AntiProgressive AntiMuslim,11006,2814,1747,64,Red State,Carolina Spice,CarolinaSpice,28473,Eastern Time (US & Canada),,False
,Thu Mar 12 12:53:08 +0000 2015,PoliceLivesMatter,,,0,576002987367231488,,,,en,,False,0,575893396922855426,MaryForbes14,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @MaryForbes14: I hold Eric Holder and the @TheJusticeDept responsible for the two Ferguson Police Officers shot tonight. #PoliceLivesMat…,https://twitter.com/sarahdinahetta/status/576002987367231488,Tue Sep 10 02:08:45 +0000 2013,sarahdinahetta,False,JAZZ-BLUES-SARAH-DINAH-ETTA-NBA-NFL SAXOPHONE NYC #lester #bird ❤️-VIRGO-No patience 4 stupid people I am an INDEPENDENT THINKER/VOTER OBAMA IS A FRAUD,18226,1711,2001,27,Anywhere there's not a liberal,Scarlet,sarahdinahetta,15332,Eastern Time (US & Canada),,False
,Thu Mar 12 12:53:08 +0000 2015,Ferguson PoliceLivesMatter,,http://flip.it/58jaz,0,576002989598613505,,,,en,,False,0,,,"<a href=""http://www.flipboard.com"" rel=""nofollow"">Flipboard</a>",2 Officers Are Shot Outside Ferguson Police Station http://t.co/6szXDViOFj #Ferguson #PoliceLivesMatter,https://twitter.com/robertwat12345/status/576002989598613505,Tue May 07 19:08:42 +0000 2013,robertwat12345,False,"Coptrax, Disruptive Technology, Video Evangelist. Glass Explorer, Connecting the invisible dots.",230,5390,5751,44,"Rome, Georgia",Robert Watson,robertwat12345,4155,,,False
,Thu Mar 12 12:53:13 +0000 2015,PoliceLivesMatter,,,0,576003008007372800,,,,en,,False,0,576002312608559105,JKapiiinos,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JKapiiinos: ""Peaceful protesting""continues in Ferguson as two officers are shot ☕️🐸 #PoliceLivesMatter",https://twitter.com/Catmarchanddd/status/576003008007372800,Fri Feb 06 14:19:36 +0000 2015,Catmarchanddd,False,snapchat: caitlynmarchand,823,94,47,0,,Caitlyn,Catmarchanddd,590,Eastern Time (US & Canada),,False
,Thu Mar 12 12:53:53 +0000 2015,PoliceLivesMatter,,,0,576003176643457024,,,,en,,False,0,575893396922855426,MaryForbes14,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @MaryForbes14: I hold Eric Holder and the @TheJusticeDept responsible for the two Ferguson Police Officers shot tonight. #PoliceLivesMat…,https://twitter.com/kimmyk03/status/576003176643457024,Tue Mar 29 21:38:54 +0000 2011,kimmyk03,False,"Christian, conservative, mom, wife: Love my family, friends, & country: we have the most awesome military in the greatest country, USA. Amen:):)",6162,1594,1838,26,Texas,Kimmyk,kimmyk03,10926,Pacific Time (US & Canada),,False
,Thu Mar 12 12:53:55 +0000 2015,ferguson PoliceLivesMatter,,,0,576003185141137408,,,,en,,False,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Will DoJ come out strong against vigilantly justice #ferguson #PoliceLivesMatter,https://twitter.com/RoperCoast/status/576003185141137408,Fri Aug 31 02:18:14 +0000 2012,RoperCoast,False,"Catholic/Prolife Wife of KofC SK, Mom of 2, Conservative/fiscal&social, American Woman, Pro-ISRAEL This is your TY 4 RTs. #Vocations",10494,1237,1512,35,Lands End on the Left Coast,Mrs Perez,RoperCoast,47530,Arizona,,False
,Thu Mar 12 12:54:14 +0000 2015,PoliceLivesMatter,http://twitter.com/JosephMRyan1/status/575980587321798656/photo/1,http://www.foxnews.com/us/2015/03/12/2-police-officers-reported-shot-outside-ferguson-police-department/,0,576003264686071808,,,,en,,False,0,575980587321798656,JosephMRyan1,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @JosephMRyan1: @rogitrees These men are responsible 2 Officers shot in Ferguson #PoliceLivesMatter http://t.co/X3WpwxAlly http://t.co/j9…,https://twitter.com/kimmyk03/status/576003264686071808,Tue Mar 29 21:38:54 +0000 2011,kimmyk03,False,"Christian, conservative, mom, wife: Love my family, friends, & country: we have the most awesome military in the greatest country, USA. Amen:):)",6163,1594,1838,26,Texas,Kimmyk,kimmyk03,10927,Pacific Time (US & Canada),,False
